"","HHID","Year","Householdsize","FCS","Numberofdiffererentcropsproducedbythehousehold","Sexofhouseholdhead","Ageofthehouseholdhead","Educationlevelofthehouseholdhead","Totalcroppedarea","DDS","Numberofhouseholdproductionbynutritionalgroup","Foodexpenditure","Nonfoodexpenditure","Incomes","Region","Numberofdifferentnonagriculturalincomesources","Proportionoffoodconsumedinpreviousoneweekfromhouseholdsownproduction","Simpsonsindex","CaloriesbyHH","HeadAgricultureDecision","Agriculturalincomes","NonAgriculturalincomes","Propertyincomes","Investments","Transfers"
"279","1053002602","2012",17,65,7,"Male",81,21,1.5,9,4,905.792550007759,64.0660907861582,495.089744252895,"Central",1,0.1111111111,0.625,67455,"1",199.513777534749,0,295.575966718146,0,0
"280","1053002603","2009",1,45,4,"Male",70,14,0.09,7,3,21.593,4.7,700,"Central",0,0.5,0.65625,9073.16,"1",235.902905734041,0,303.303735943767,0,50.5506226572946
"281","1053002603","2010",1,40,5,"Male",71,14,0.04,6,3,20.2202490629178,24.2642988755014,240.115457622149,"Central",0,0.4,0.74,4987,"1",16.8502075524315,0,122.164004755129,0,101.101245314589
"282","1053002603","2012",1,57.5,5,"Male",72,13,0.5,8,3,169.586710904536,12.3402966104826,138.181764440733,"Central",0,0,0.78125,20709,"1",103.451588351351,0,0,0,34.7301760893822
"283","1053002605","2009",11,81,6,"Male",59,14,5.43,10,4,904.194,678.3,39090,"Central",1,0.25,0.6305506302,137215.400056028,"1",1255.34046265615,0,26286.3237817932,4044.04981258357,1348.01660419452
"284","1053002605","2010",11,48.5,6,"Male",60,14,2.72,6,4,239.272947244528,468.520020995359,50.5506226572946,"Central",0,0.2,0.78125,67207.5,"1",0,0,50.5506226572946,0,0
"285","1053002605","2012",11,79,6,"Female",42,31,4,9,4,729.333697877026,566.693022190366,2468.05932209652,"Central",1,0.2666666667,0.4444444444,236145,"0",0,0,2216.8197503861,0,251.239571710424
"286","1053002606","2009",3,42.5,2,"Male",53,17,1.74,5,1,72,13.1,480,"Central",0,0.25,0.4444444444,45129.84,"1",0,0,404.404981258357,0,0
"287","1053002606","2010",3,51.5,4,"Male",53,17,0.44,9,2,113.435597242969,7.58259339859419,1516.51867971884,"Central",1,0.25,0.64,53333,"1",0,0,1516.51867971884,0,0
"288","1053002606","2012",9,46.5,7,"Female",70,NA,3,8,3,819.336579742701,56.8983735932431,753.718715131273,"Central",0,0.0714285714,0.8125,74055,"0",295.575966718146,0,458.142748413127,0,0
"292","1053002607","2009",7,20,3,"Male",42,16,0.69,5,3,30.1,79.2,720,"Central",0,0.1428571429,0.625,25814.28,"1",0,0,606.607471887535,0,0
"293","1053002607","2010",7,72.5,10,"Male",42,17,1,10,6,356.381889733927,47.6018363356191,716.13382097834,"Central",1,0.1875,0.8235294118,348458.75,"1",716.13382097834,0,0,0,0
"294","1053002607","2012",8,48.5,8,"Male",43,17,1,8,5,49.1395044668918,22.8332434289768,997.568887673743,"Central",1,0.4,0.7346938776,64885,"1",110.840987519305,0,886.727900154438,0,0
"295","1053002608","2009",7,73.5,4,"Female",71,NA,1.0899999738,6,4,27.5,258.55,566,"Central",0,0.625,0.7218392,83773.34,"1",0,0,80.8809962516713,0,395.979877482141
"296","1053002608","2010",7,27,8,"Female",71,NA,4.7,6,5,117.277444564923,26.202072744031,79.1959754964282,"Central",0,0.2727272727,0.6444229313,31963,"1",0,0,79.1959754964282,0,0
"297","1053002608","2012",8,93,5,"Female",72,NA,1,9,3,0,0.738939916795365,1108.40987519305,"Central",0,1,0,203085,"1",0,0,0,0,1108.40987519305
"298","1053002610","2009",10,87.5,5,"Male",83,14,4.97,9,5,433.95,128.9,400,"Central",0,0.2,0.7339094267,78860.56,"1",252.753113286473,0,0,0,84.2510377621576
"299","1053002610","2010",11,69.5,5,"Male",83,14,4.64,9,4,279.039437068266,143.142513157906,4128.30085034572,"Central",0,0.2857142857,0.7665668081,55935,"1",2527.53113286473,0,126.376556643236,0,1474.39316083776
"300","1053002610","2012",11,52.5,8,"Male",84,14,2.5,7,5,112.171079369536,105.22504415166,354.691160061775,"Central",0,0.3636363636,0.8096,56772.5,"1",118.230386687258,0,236.460773374517,0,0
"301","1053003303","2009",11,53,7,"Female",53,17,2.44,8,4,46.4,415.3,3620,"Central",0,0.6666666667,0.6111111111,70674.28,"1",775.10954741185,0,421.255188810788,0,1853.52283076747
"302","1053003303","2010",11,53.5,7,"Female",53,17,2.44,10,4,446.193495988387,25.9493196307446,2342.17884978798,"Central",0,0.2857142857,0.6419753086,77915,"1",235.902905734041,0,1263.76556643236,0,842.510377621576
"303","1053003303","2012",12,79,9,"Female",54,17,2.4400000572,9,4,61.5536950690539,13.3748124939961,1440.93283775096,"Central",0,0.6923076923,0.625,71260,"1",480.310945916987,0,0,0,960.621891833975
"304","1053003304","2009",5,55.5,4,"Female",50,34,3.19,8,3,26.82,25.4,430,"Central",0,0.6923076923,0.500772154,66327.94,"1",147.439316083776,0,0,0,214.840146293502
"305","1053003304","2010",5,50.5,6,"Female",51,34,1.75,10,5,291.929845845876,51.6880116670837,429.680292587004,"Central",0,0.2,0.8036678201,41381,"1",278.02842461512,0,0,0,151.651867971884
"306","1053003304","2012",6,28.5,5,"Female",52,34,2.0099999998,7,4,15.4438442610231,46.4054267747489,384.24875673359,"Central",0,0.6,0.7236744002,21639,"1",184.734979198841,0,0,0,199.513777534749
"307","1053003305","2009",2,33,6,"Female",72,NA,0.6999999881,4,4,27.6,54.25,331,"Central",0,0.6666666667,0.6530612245,17152.5,"1",1.68502075524315,0,7.58259339859419,0,269.603320838904
"308","1053003305","2010",2,27.5,8,"Female",72,NA,0.73,5,4,69.0858509649693,7.32984028530771,1305.89108531344,"Central",0,0.2222222222,0,10031,"1",294.878632167552,0,0,0,1011.01245314589
"309","1053003305","2012",3,27,5,"Female",73,NA,1.6000000238,5,3,21.9465155288223,8.12833908474902,258.628970878378,"Central",0,0.4444444444,0,9810.5,"1",221.68197503861,0,0,0,36.9469958397683
"310","1053003307","2009",6,40.5,5,"Female",67,NA,1,5,4,10,62.45,135,"Central",0,0.875,0.6311111111,55687.1,"1",33.7004151048631,0,0,0,80.0384858740498
"311","1053003307","2010",12,78,7,"Female",67,NA,1,8,4,134.71740938169,21.4840146293502,168.502075524315,"Central",0,0.3333333333,0.74,76402.5,"1",50.5506226572946,0,0,0,117.951452867021
"312","1053003307","2012",12,59,5,"Female",68,NA,1.0499999523,9,4,82.4656947143628,63.1793628860037,1411.37524107915,"Central",0,0.5625,0.7407407407,72917,"1",118.230386687258,0,628.098929276061,0,665.045925115829
"313","1053003309","2009",6,88.5,6,"Male",25,17,3.71,10,4,166.6,799.6,1600,"Central",0,0.3571428571,0.67125,34246.4,"1",252.753113286473,0,0,0,1095.26349090805
"314","1053003309","2010",8,59,5,"Male",26,17,3.22,8,3,229.415575826355,62.3036424251156,1600.769717481,"Central",0,0.3571428571,0.7295441522,56802.5,"1",842.510377621576,0,0,0,758.259339859419
"315","1053003309","2012",9,54,7,"Male",27,33,2.8799999952,9,4,195.006244042297,32.0699923889189,1625.6678169498,"Central",0,0.3571428571,0.7544885405,61945,"1",1625.6678169498,0,0,0,0
"316","1053003310","2009",8,33.5,7,"Male",78,12,3.3,6,4,32.4,475.4,1900,"Central",0,0.375,0.7188031891,56856,"1",421.255188810788,0,0,0,1179.51452867021
"317","1053003310","2010",8,87,7,"Male",78,13,2.34,10,4,490.635918407925,34.0374192559117,2476.98051020743,"Central",0,0.4117647059,0.6257671769,38555,"1",1516.51867971884,0,219.05269818161,0,741.409132306987
"318","1053003310","2012",8,109.5,6,"Male",79,13,3.5,11,4,599.871424454478,60.0019212437837,1736.50880446911,"Central",0,0.3181818182,0.541015625,65306,"1",1588.72082111004,0,0,0,147.787983359073
"319","1053003312","2009",5,53.5,6,"Female",32,16,0.46,7,4,77.519,37.3,360,"Central",0,0.3333333333,0.7455621302,51832.9,"1",50.5506226572946,0,0,0,252.753113286473
"320","1053003312","2010",6,64,4,"Female",34,16,0.21,7,2,92.2548863495626,22.0737718936853,765.841933258013,"Central",0,0.5,0.6666666667,29200,"1",529.939027523972,0,0,0,235.902905734041
"321","1053003312","2012",10,82.5,6,"Male",56,36,0.4199999869,11,4,598.245756637528,35.6907979812161,1056.68408101737,"Central",1,0.4736842105,0.5,92284,"1",243.850172542471,0,0,0,812.833908474902
"325","1063000302","2009",7,60,7,"Male",38,17,3.68,11,4,302.4,104,35,"Central",0,0.5,0.8081075836,124332.36,"1",0,0,0,0,29.4878632167552
"326","1063000302","2010",8,76.5,6,"Male",39,17,0.6,8,3,141.541743440425,72.5401435132177,NA,"Central",1,0.5625,0.6871272727,243412.5,"1",0,0,0,0,0
"327","1063000302","2012",9,78.5,6,"Male",40,16,2.2899999917,9,3,154.179813639353,57.8589954850771,NA,"Central",1,0.5,0.6753835205,64300,"1",0,0,0,0,0
"328","1063000304","2009",10,53,6,"Female",32,12,2.26,8,4,262,35.4,360,"Central",0,0.2,0.7597351074,111932.28,"1",0,0,303.303735943767,0,0
"329","1063000304","2010",10,27,6,"Female",33,14,0.9,7,4,78.7747203076174,40.8617533146465,151.651867971884,"Central",0,0.1,0.7940247055,39655,"1",0,0,151.651867971884,0,0
"330","1063000304","2012",11,29,6,"Female",34,15,1.4600000083,7,4,208.89831447805,17.8823459864478,310.354765054053,"Central",0,0.1111111111,0.7298959379,39942.5,"1",0,0,310.354765054053,0,0
"331","1063000305","2009",11,91,12,"Male",38,34,5.79,10,6,1437.7,517.85,11248,"Central",0,0.1904761905,0.854484305,142028.480001192,"0",2433.16997057111,0,7043.38675691638,0,0
"332","1063000305","2010",13,88.5,10,"Male",38,NA,3.38,11,5,448.131269856917,184.341270623601,NA,"Central",2,0.2941176471,0.7737602704,121397.9,"0",NA,NA,NA,NA,NA
"333","1063000305","2012",15,86,7,"Male",40,34,5.2000000477,10,4,552.135905829497,224.78552268915,9606.21891833975,"Central",2,0.2666666667,0.7162534449,54139.9,"1",73.8939916795365,0,8867.27900154438,665.045925115829,0
"337","1063000308","2009",11,55.5,7,"Male",40,17,1.56,9,4,152,84.4,820,"Central",0,0.5,0.73581952,146342.12,"1",547.631745454025,0,0,0,143.226764195668
"338","1063000308","2010",12,91.5,7,"Male",41,17,1.2,10,4,307.095032643065,37.8287159552088,610.820023775643,"Central",0,0.4,0.7947107438,122040,"1",610.820023775643,0,0,0,0
"339","1063000308","2012",12,69,6,"Male",42,17,1.1599999666,9,4,835.371575937161,38.3509816816795,886.727900154438,"Central",0,0.1875,0.7307712966,103365,"1",886.727900154438,0,0,0,0
"340","1063000310","2009",17,49.5,6,"Male",36,16,8.87,9,4,921.6,92.75,3017,"Central",0,0.3333333333,0.7294322727,159839.4,"1",1362.33928061409,0,1179.51452867021,0,0
"341","1063000310","2010",17,76,8,"Male",37,17,6.93,10,5,548.642757907171,69.4228551160179,1685.02075524315,"Central",0,0.375,0.4996646565,70372.5,"1",842.510377621576,0,842.510377621576,0,0
"342","1063000310","2012",18,64.5,7,"Male",39,16,6,9,4,360.011527462702,112.318867352896,2054.25296869112,"Central",0,0.4285714286,0.5207100592,102120,"1",1684.78301029343,0,0,0,369.469958397683
"343","1063000311","2009",6,50,6,"Female",51,14,0.77,7,3,160.325,21.4,340,"Central",0,0.2727272727,0.8194444444,42025.14,"1",42.1255188810788,0,126.376556643236,0,117.951452867021
"344","1063000311","2010",6,50,6,"Female",51,14,0.8,6,3,25.0225582153608,21.905269818161,126.376556643236,"Central",0,0.4444444444,0.78125,36880,"1",126.376556643236,0,0,0,0
"345","1063000311","2012",6,18,6,"Female",56,14,0.8600000143,3,3,10.8993637727316,16.7739361112548,554.204937596524,"Central",0,0.4,0.75,23295,"1",347.301760893822,0,0,0,206.903176702702
"346","1063000502","2009",7,72.5,2,"Male",31,16,1.78,8,2,555.2,27.8,8400,"Central",0,0.125,0.5,50014.9,"1",6066.07471887535,0,1011.01245314589,0,0
"347","1063000502","2010",9,63.5,4,"Male",32,31,6.59,10,4,1155.50298290799,98.2367100306758,1536.73892878176,"Central",1,0.1052631579,0.7392740993,89652.5,"1",20.2202490629178,0,1516.51867971884,0,0
"348","1063000502","2012",9,74,6,"Male",33,31,3,9,4,270.452009547104,38.1292997066409,497.306564003281,"Central",0,0,0.8148148148,44005,"1",497.306564003281,0,0,0,0
"349","1063000503","2009",4,19,4,"Female",42,14,1.63,5,4,84.4,79.1,127,"Central",0,0.125,0.5770070383,52110.2,"1",5.89757264335103,0,101.101245314589,0,0
"350","1063000503","2010",4,38.5,6,"Female",43,14,0.87,8,4,104.387035787313,76.7526954013256,497.08112279673,"Central",0,0.3636363636,0.78,18648.5,"1",202.202490629178,0,294.878632167552,0,0
"351","1063000503","2012",5,82.5,7,"Female",46,14,3,9,5,132.454980085569,121.18614635444,3413.90241559459,"Central",0,0.6,0.5,64535,"1",88.6727900154438,0,3325.22962557914,0,0
"352","1063000504","2009",3,29,6,"Male",33,NA,0,5,3,57.25,82,620,"Central",0,0.5555555556,0.625,21190,"1",16.8502075524315,0,505.506226572946,0,0
"353","1063000504","2010",3,NA,3,"Male",33,NA,0,NA,3,NA,NA,NA,"Central",0,NA,NA,NA,"1",NA,NA,NA,NA,NA
"354","1063000504","2012",10,35.5,5,"Male",34,NA,1,5,3,23.6460773374517,6.13320130940153,106.407348018533,"Central",0,0.6,0.7901234568,67502.5,"1",106.407348018533,0,0,0,0
"355","1063000506","2009",4,35,3,"Female",80,NA,0.83,3,3,44.7,3.7,400,"Central",0,0,0,21505,"1",0,0,84.2510377621576,0,252.753113286473
"356","1063000506","2010",3,NA,2,"Female",80,NA,0.64,NA,2,NA,NA,NA,"Central",0,NA,0.5,NA,"1",NA,NA,NA,NA,NA
"357","1063000506","2012",4,71,4,"Female",82,NA,2,9,3,0,0.22168197503861,162.56678169498,"Central",0,1,0.72,42597.5,"1",0,0,0,0,162.56678169498
"358","1063000508","2009",6,65.5,5,"Male",34,13,2.24,10,3,549,173.3,1200,"Central",0,0.2222222222,0.7073460758,53592.97,"1",0,0,1011.01245314589,0,0
"359","1063000508","2010",7,87.5,4,"Male",34,15,1.86,9,3,619.877010335075,151.230612783073,2106.27594405394,"Central",1,0,0.6875,42962,"1",0,0,2106.27594405394,0,0
"360","1063000508","2012",7,47,6,"Male",35,13,1.5,7,4,240.598836908571,88.7466840071234,362.080559229729,"Central",0,0.2727272727,0.72,29567.5,"1",66.5045925115829,0,295.575966718146,0,0
"361","1063000509","2009",5,91,8,"Male",74,14,5.1300000381,9,5,307.3,197.4,150,"Central",0,0.3571428571,0.7581431634,64826.72,"1",126.376556643236,0,0,0,0
"362","1063000509","2010",5,45,6,"Male",74,14,15.58,7,3,828.019199126485,47.3490832223326,505.506226572946,"Central",0,0.25,0.8125,34850,"1",505.506226572946,0,0,0,0
"363","1063000509","2012",5,63.5,5,"Male",75,14,8.5999999046,8,3,913.329737159072,73.1550517627412,554.204937596524,"Central",0,0.4,0.5971851955,49710,"1",147.787983359073,0,0,0,406.416954237451
"364","1063000510","2009",5,48.5,4,"Male",42,14,3.4800000191,7,3,35.55,29,100,"Central",0,0.4444444444,0,35762.22,"1",0,0,84.2510377621576,0,0
"365","1063000510","2010",7,38.5,7,"Male",43,14,4.42,6,4,350.484317090576,34.5429254824846,151.651867971884,"Central",0,0,0,60965,"1",151.651867971884,0,0,0,0
"366","1063000510","2012",7,39.5,8,"Female",43,11,3,7,4,12.4141906021621,37.2425718064864,96.0621891833975,"Central",0,0.7,0.7222222222,39785,"0",44.3363950077219,0,51.7257941756756,0,0
"376","1063000511","2009",9,73.5,4,"Female",50,NA,3.9300000668,7,4,154.8,386.15,72,"Central",0,0.5555555556,0,86102.8,"1",0,0,0,0,60.6607471887535
"377","1063000511","2010",10,59,4,"Female",51,NA,1.72,6,3,87.115573046071,324.282244346545,143.226764195668,"Central",0,0.5555555556,0.5,36530,"1",16.8502075524315,0,0,0,126.376556643236
"378","1063000511","2012",12,79,4,"Female",57,NA,4,7,4,30.0009606218918,297.275528526775,103.451588351351,"Central",0,0.6666666667,0.72,57225,"1",0,0,0,0,103.451588351351
"379","1063000701","2009",4,46,3,"Female",43,41,0.12,9,3,453.375,473.2,304,"Central",0,0.1333333333,0.6604938272,39714.555,"1",0,3.37004151048631,0,0,252.753113286473
"380","1063000701","2010",4,24,3,"Female",44,41,0,8,2,258.056716113601,360.552316103154,NA,"Central",1,0,NA,2987.5000167638,"1",0,0,0,0,0
"381","1063000701","2012",4,57.5,6,"Female",45,41,0,10,4,229.440844164961,300.785493131553,783.276311803087,"Central",1,0.1333333333,NA,14962.5,"1",0,0,0,0,783.276311803087
"382","1063000702","2009",6,102,7,"Female",44,17,0.51,12,4,341.25,104,900,"Central",0,0.4210526316,0.7697183179,91469.16,"1",168.502075524315,0,421.255188810788,0,168.502075524315
"383","1063000702","2010",6,96.5,6,"Female",45,17,0.85,10,4,326.388520290599,83.6612804978225,471.805811468083,"Central",0,0.5217391304,0.7888888889,48823.5,"1",219.05269818161,0,252.753113286473,0,0
"384","1063000702","2012",7,97.5,7,"Male",36,12,1,9,4,359.789845487663,103.008224401274,2157.70455704247,"Central",0,0.4736842105,0.5,160480,"0",2157.70455704247,0,0,0,0
"385","1063000703","2009",10,58.5,8,"Female",72,15,2.1099998951,8,4,54,251.5,714,"Central",0,0.9166666667,0.4444444444,147587,"1",10.1101245314589,0,77.510954741185,0,513.931330349162
"386","1063000703","2010",10,57,8,"Female",73,15,2.55,7,4,28.8138549146579,30.3303735943767,185.352283076747,"Central",0,0.4285714286,0.6913580247,33340,"1",101.101245314589,0,84.2510377621576,0,0
"387","1063000703","2012",10,71.5,7,"Female",74,13,2,6,4,7.6849751346718,75.889129454884,1071.46287935328,"Central",0,0.75,0.8125,65061,"1",184.734979198841,0,0,0,886.727900154438
"388","1063000704","2009",7,96.5,9,"Male",46,51,3.99,9,4,160.8,896.5,2800,"Central",0,0.7142857143,0.7806978244,92822.2400047684,"1",252.753113286473,0,0,0,2106.27594405394
"389","1063000704","2010",8,98.5,9,"Male",47,51,4.22,11,4,1651.99434844039,775.530802600661,1078.41328335562,"Central",2,0.3636363636,0.6617467919,41291,"1",572.907056782672,0,0,0,505.506226572946
"390","1063000704","2012",9,51.5,6,"Male",48,51,4.5,7,5,215.918243687606,667.632214824613,502.479143420848,"Central",2,0.3636363636,0.6419753086,31075,"1",502.479143420848,0,0,0,0
"391","1063000705","2009",4,32,5,"Female",57,15,0,5,3,1.6,9.05,35,"Central",0,0.75,NA,18301,"1",0,0,0,0,29.4878632167552
"392","1063000705","2010",4,17.5,5,"Female",58,15,0,4,3,8.59360585174008,2.9909118405566,35.3854358601062,"Central",0,0,NA,2774,"1",4.21255188810788,0,0,0,31.1728839719983
"393","1063000705","2012",6,49.5,4,"Female",59,15,0,6,3,77.5886912635134,2.66018370046332,613.320130940153,"Central",0,0.5,NA,30572.5,"1",295.575966718146,0,0,0,317.744164222007
"394","1063000707","2009",20,29,6,"Female",72,NA,11.5200004578,5,4,3.6,29,289,"Central",0,0.75,0.8160444925,136925,"1",23.5902905734041,0,47.1805811468083,0,172.714627412423
"395","1063000707","2010",20,47.5,7,"Female",74,NA,1.65,6,4,157.465189577473,10.6577562769129,345.429254824846,"Central",0,0.3333333333,0.4444444444,82120,"1",42.1255188810788,0,0,0,303.303735943767
"396","1063000707","2012",20,69.5,7,"Female",74,0,2.0999999046,9,4,491.395044668918,109.806471635791,1108.40987519305,"Central",0,0.5555555556,0.75,122277.5,"1",738.939916795365,0,0,0,369.469958397683
"397","1063000709","2009",3,52,8,"Female",58,15,3.2199999988,7,4,78.1,63.9,760,"Central",0,0.3636363636,0.8212655175,70068.14,"1",42.1255188810788,0,210.627594405394,0,387.554773705925
"398","1063000709","2010",4,46.5,3,"Female",58,15,3.22,7,2,54.0891662433052,44.5266734573003,593.969816223211,"Central",0,0.5454545455,0.470071193,147265,"1",54.7631745454025,0,0,0,539.206641677809
"399","1063000709","2012",5,89.5,6,"Female",59,15,3,9,4,136.888619586341,121.851192279556,1019.7370851776,"Central",0,0.4375,0.48,41275,"1",184.734979198841,0,0,0,835.002105978763
"400","1063000710","2009",9,72,12,"Male",48,16,17.74,8,5,220.5,168.1,3600,"Central",0,0.5333333333,0.7740311588,75026.18,"1",2780.2842461512,0,0,0,252.753113286473
"401","1063000710","2010",9,88,10,"Male",50,16,17.43,11,3,1538.76095368805,116.182181074015,3370.04151048631,"Central",0,0.4583333333,0.5756357579,411572.5,"1",3370.04151048631,0,0,0,0
"402","1063000710","2012",10,94,8,"Male",51,16,11,11,4,1841.51216664573,138.033976457374,5911.51933436292,"Central",0,0.4814814815,0.7055150884,216125,"1",5911.51933436292,0,0,0,0
"403","1063000711","2009",9,70.5,7,"Female",42,32,1.61,8,4,203.4,151.8,1146.5,"Central",1,0.4166666667,0.8333333333,53889.12,"1",117.951452867021,0,707.708717202124,0,140.277977873992
"404","1063000711","2010",10,84,7,"Female",43,32,1.65,8,3,118.996165735271,34.4165489258414,768.369464390878,"Central",1,0.4166666667,0.7619047619,131615,"1",136.486681174695,0,522.356434125377,0,109.526349090805
"405","1063000711","2012",10,54.5,5,"Female",44,33,0,7,3,65.1745006613512,16.9956180862934,251.239571710424,"Central",1,0.4285714286,NA,54095,"1",73.8939916795365,0,177.345580030888,0,0
"406","1063000902","2009",5,41.5,8,"Male",65,32,5.33,7,5,97.2,136,814,"Central",0,0.5,0,15836.6800113648,"1",286.453528391336,0,53.9206641677809,50.5506226572946,294.878632167552
"407","1063000902","2010",6,57.5,7,"Male",66,32,5.4,9,4,88.0844599803358,10.0258734936968,783.534651188066,"Central",0,0.5384615385,0.6111111111,72849.0000058413,"1",421.255188810788,0,0,0,362.279462377278
"408","1063000902","2012",6,66.5,7,"Male",67,32,9.9499998093,7,4,111.432139452741,10.7885227852123,225.376674622586,"Central",0,0.5,0.6303749016,29425,"1",92.3674895994207,0,133.009185023166,0,0
"409","1063000903","2009",2,3,4,"Female",70,13,0.44,2,2,0.375,3.7,168.004,"Central",0,0.6666666667,0.75,2209.9,"1",12.6376556643236,0,2.52753113286473,0.00337004151048631,126.376556643236
"410","1063000903","2010",2,14,4,"Female",71,13,0.42,2,2,5.35836600167323,2.52753113286473,42.1255188810788,"Central",0,0,0.7346938776,7320,"1",42.1255188810788,0,0,0,0
"411","1063000903","2012",2,33,3,"Female",72,13,0.8999999762,6,2,2.06903176702702,2.80797168382239,155.177382527027,"Central",0,0.6666666667,0.4444444444,4590,"1",133.009185023166,0,22.168197503861,0,0
"412","1063000905","2009",9,36,7,"Male",35,17,3.42,8,4,250.4,185.4,3018,"Central",0,0.4375,0.6769945068,96303.3999980926,"1",589.757264335103,0,242.642988755014,0,1710.2960665718
"413","1063000905","2010",10,60.5,8,"Male",36,17,16.42,9,5,125.407669708972,106.409060693605,1853.52283076747,"Central",0,0.4615384615,0.64,56441.8,"1",337.004151048631,0,1516.51867971884,0,0
"414","1063000905","2012",10,61.5,10,"Male",37,17,3.5999999046,10,5,392.377095818339,96.5055531334747,1699.56180862934,"Central",0,0.2307692308,0.625,184657.5,"1",1330.09185023166,0,369.469958397683,0,0
"415","1063000907","2009",6,48.5,7,"Male",55,NA,0,7,5,35.7,138.8,570,"Central",0,0.5454545455,NA,21964,"1",421.255188810788,0,0,0,58.9757264335103
"416","1063000907","2010",6,43.5,7,"Male",56,NA,0,8,5,55.1001786964511,42.5467740698896,227.477801957826,"Central",0,0.4545454545,NA,41985,"1",168.502075524315,0,0,0,58.9757264335103
"417","1063000907","2012",6,46.5,6,"Male",57,NA,0,6,5,186.988745945067,21.8726215371428,295.575966718146,"Central",0,0.3333333333,NA,78977.5,"1",258.628970878378,0,0,0,36.9469958397683
"418","1063000908","2009",10,64,10,"Male",47,16,11.7,10,6,326.25,504.2,2535,"Central",0,0.3076923077,0.8427636419,184664.98,"1",669.795750209153,0,235.902905734041,0,1230.0651513275
"419","1063000908","2010",10,50.5,16,"Male",48,17,11.67,7,6,77.8479588922337,110.790114657237,421.255188810788,"Central",0,0.6,0.8806630455,44557.5,"1",168.502075524315,0,252.753113286473,0,0
"420","1063000908","2012",10,50,11,"Male",49,17,6.9299998283,6,6,158.724294127644,82.6134826977218,502.479143420848,"Central",0,0.5454545455,0.8895607593,243565,"1",354.691160061775,0,0,0,147.787983359073
"421","1063000909","2009",7,55,5,"Male",36,14,0.34,11,3,368,53.3,290,"Central",0,0.2666666667,0.7272727273,65484.04,"1",168.502075524315,0,0,0,75.8259339859419
"422","1063000909","2010",11,37,11,"Male",37,14,0.31,5,6,129.156840889388,32.6894026517172,842.510377621576,"Central",0,0.4,0.8641975309,94020,"1",842.510377621576,0,0,0,0
"423","1063000909","2012",11,94.5,5,"Male",38,13,0.1000000015,9,4,952.013241803309,324.690199439884,184.734979198841,"Central",1,0.45,0.4444444444,121551,"1",73.8939916795365,0,110.840987519305,0,0
"424","1063000912","2009",3,24,7,"Female",47,NA,1.5399999893,5,4,17,43.35,165,"Central",0,0.7142857143,0.702565427,20788,"1",101.101245314589,0,0,0,37.9129669929709
"425","1063000912","2010",3,45.5,7,"Female",48,NA,1.55,6,4,55.605684923024,4.54955603915651,71.613382097834,"Central",0,0.2222222222,0.8031496063,37435,"1",71.613382097834,0,0,0,0
"426","1063000912","2012",3,56.5,5,"Female",50,NA,0,8,3,31.257158480444,9.53232492666021,539.426139260617,"Central",0,0.625,NA,202472.5,"1",332.522962557914,0,0,0,206.903176702702
"427","1071000103","2009",2,45.5,4,"Male",29,51,25,3,4,105,1475.8,4900,"Central",0,0,0.4444444444,13980.24,"1",1685.02075524315,0,758.259339859419,0,1685.02075524315
"428","1071000103","2010",2,NA,3,"Male",30,NA,5,NA,3,NA,1220.79753717366,8686.28199327845,"Central",0,NA,0.625,NA,"1",4212.55188810788,0,758.259339859419,0,3715.47076531115
"429","1071000103","2012",4,95.5,4,"Male",31,51,25,8,4,927.96074751162,1020.32823711104,4433.63950077219,"Central",2,0,0.75,62613.75,"1",0,0,4433.63950077219,0,0
"430","1071000106","2009",16,98.5,7,"Male",40,32,0.5,9,4,2693.6,615.25,45900,"Central",0,0,0.6982248521,180647.24,"1",0,0,38671.2263328304,0,0
"431","1071000106","2010",19,113,3,"Male",41,32,0,11,3,3356.98259963317,1484.84028952027,3774.44649174466,"Central",1,0.0869565217,NA,76252.5,"1",1246.91535887993,0,0,0,2527.53113286473
"432","1071000106","2012",24,106,2,"Male",42,31,0,11,2,6899.33421513497,603.418336055095,8497.8090431467,"Central",0,0,NA,158930,"1",0,0,4950.89744252895,0,3546.91160061775
"433","1071000110","2009",5,53,6,"Female",56,15,100,9,4,204,3249.5,202370,"Central",0,0.25,0.625,31533.64,"1",168754.828637602,0,0,1348.01660419452,395.979877482141
"434","1071000110","2010",5,46,5,"Female",57,15,100,8,3,240.974818151044,2384.38861970682,1179.51452867021,"Central",0,0.0714285714,0,14835,"1",674.008302097261,0,0,505.506226572946,0
"435","1071000110","2012",5,91.5,3,"Female",58,13,100,10,3,753.718715131273,2691.73643491048,812.833908474902,"Central",0,0.3636363636,0,83960,"1",812.833908474902,0,0,0,0
"436","1071000206","2009",7,88,6,"Male",38,16,0.1,10,4,561.5,NA,6780,"Central",0,0.2941176471,0.6666666667,54918.06,"1",235.902905734041,0,5476.31745454025,0,0
"437","1071000206","2010",7,62.5,5,"Male",39,16,0.98,8,3,678.052351909845,63.3989059160236,429.680292587004,"Central",0,0.25,0.7933884298,100314,"0",0,0,429.680292587004,0,0
"438","1071000206","2012",7,60,4,"Male",40,16,1.5,8,3,566.397446223648,103.931899297268,399.027555069497,"Central",1,0,0.75,61055.5,"1",0,0,399.027555069497,0,0
